"","AOS60","species","lon.b","lat.b","lon.w","lat.w","dst.km","area.b","area.w","area.r","area.p","Common.Name","Scientific.Name","group","order","family","taxonomic.notes","Canada","USA","Mexico","C.America","Mig.Status","Introduced","Nonbreeding.only","PS.g","PS.g_s","PS.g_com","Global.Pop.Size","Global.Pop.Size.","Pop.Size_US.Ca","Pop.Size_US.Ca.","PopYr","Pop.Size_US.Ca_s","Pop.Size_US.Ca_com","X.GL_WH","X.WH_US.Ca","X..Breeding.Pop.in.US...Canada","X..Breeding.Pop.in.US...Canada.","X.Pop_s","BD.g","BD.area","BD.g_s","BD.g_com","ND.g","ND.area","ND.g_s","ND.g_com","TB.c","TB.c_s","TB.c_com","TN.c","TN.c_s","TN.c_com","PT.c","PT.c_s","PT.c_com","trend....yr.","trend.source","lcl_90.CI","ucl_90.CI","lcl_67.CI","ucl_67.CI","RA","DF","pop.change","pop.change.90..lcl","pop.change.90..ucl","Half.Life","CCS.b","CCS.n","CCS.max","Continental.Importance","IUCN.Red.List.2018","Urban","Agriculture","Breeding.Biome","Nonbreeding.Biome","Primary.Breeding.Habitat","Secondary.Breeding.Habitat","Primary.Nonbreeding.Habitat","Secondary.Nonbreeding.Habitat","IOC..","Latin..BirdLife...IOC...Clements.","English","Gill.et.al.2020..IOC.World.Bird.List..v10.2.","HBW.and.BirdLife.International..2019.","eBird.Clements.Checklist.v2019","IOC.present","HBW.BL.present","Clements.present","OtLatin","OtLat2","OtEnglish","Order","Family","Genus","Species","IUCN.Red.List.category","Restricted.Range","Country.Endemic","ISL","RLM","LAT","HEM","Average.Body.Mass","F","BM","WD","SH","SV","G","PL","R","D","A","RV","C","W","SE","O","Primary.Habitat","HB","Birdlife.Forest.Dependency","DB","Primary.Diet","IN","FR","NE","SE.1","VE","FI","SC","PL.1","MS","Foraging.Layer","LayH1","LayH2","LayMn","Flock","Carn.sum","Herb.sum","Nest","SBS","H1","H2","H.Avg","Clutch..Min","Clutch.Max","Clutch.Ave","Inc1","Inc2","Fledge","Fld2","Fld2.fld1","Mig","Alt","Irreg","Disp","Known.Bird.Annual.Survival","Known.Bird.Age.at.First.Breeding","Known.Bird.Longevity","Modelled.Bird.Annual.Survival","Modelled.Bird.Age.at.first.breeding","Modelled.Bird.Longevity","Modelled.Bird.GenLength","SpcAuthority"
"63",93,"Crax rubra",-87.74822288,13.99913691,-87.74822288,13.99913691,0,66206,66206,66206,0,"Great Curassow","Crax rubra","landbird","Galliformes","Cracidae","",0,0,1,1,"R",NA,NA,4,"PIF CAW 2016","widely extirpated within range; score change from 5 to 4 recommended by Central Americans in 2016","",NA,"",NA,NA,"","",NA,NA,"",NA,"",3,648308,"Natureserve 3.0","",3,648308,"Natureserve 3.0","",4,"MX-NSAC","",4,"MX-NSAC","hunting, moderate habitat loss",5,"PIF CAW 2014","extirpated from much of central american range; most Mexican regions score PT=5",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,16,"Watch List - Red","VU","","","Mesoamerica","Mesoamerica","Forests—Tropical Lowland Evergreen","","Forests—Tropical Lowland Evergreen","",409,"Crax rubra","Great Curassow","Crax rubra","Crax rubra","Crax rubra","YES","YES","YES","","","Great Ccrested/Mexican/Globose Curassow; Cozumel Curassow (griscomi)","Galliformes","Cracidae","Crax","rubra","VU","0","NO",0,"L",1,1,3942.5,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,"","Forest",3,"High",6,"Fruit","1","7","","","T","","T","2","","G","",NA,NA,NA,1,9,"","B,T","4","9",NA,2,2,2,28,33,20,NA,20,NA,NA,NA,NA,NA,NA,"24",0.88,2.44,25.47,8.74,"Linnaeus, 1758"
"64",95,"Rhynchortyx cinctus",-81.02846227,9.46222754,-81.02846227,9.46222754,0,17909,17909,17909,0,"Tawny-faced Quail","Rhynchortyx cinctus","landbird","Galliformes","Odontophoridae","",0,0,0,1,"R",NA,NA,4,"PIF CAW 2016","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",4,178273,"NatureServe","",4,178273,"NatureServe","",5,"PIF CAW 2014","",5,"PIF CAW 2014","",5,"PIF CAW 2014","ha pérdida más que 50% de su hábitat",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,18,"Watch List - Red","LC","","","Gulf-Caribbean Lowlands","Gulf-Caribbean Lowlands","Forests—Tropical Lowland Evergreen","","Forests—Tropical Lowland Evergreen","",654,"Rhynchortyx cinctus","Tawny-faced Quail","Rhynchortyx cinctus","Rhynchortyx cinctus","Rhynchortyx cinctus","YES","YES","YES","","","Banded Wood-quail","Galliformes","Odontophoridae","Rhynchortyx","cinctus","LC","0","NO",0,"L",1,2,157.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Forest",1,"High",2,"Omnivore","5","","","5","","","","","","G","",NA,NA,NA,5,5,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.77,1.63,11.7,4.31,"(Salvin, 1876)"
"65",96,"Oreortyx pictus",-120.58079902,40.45591183,-120.58079902,40.45591183,0,34607,34607,34607,0,"Mountain Quail","Oreortyx pictus","landbird","Galliformes","Odontophoridae","",0,1,1,0,"R",NA,NA,4,"PIFcalc19","","260,000",260000,"250,000",250000,2010.5,"PIFcalc19","",100,97.77077484,"97.77077",97.77077484,"bbs0514(UsCa), eBrd17(WHem)",3,345663,"Natureserve 3.0","",3,345663,"Natureserve 3.0","",3,"PIFTC-02","CB-grazing, urban/ag, dewatering, increase in habitat from logging, but uses riparian shrub in northern part, petition to list, near extirp in ID, declined greatly in WA, OR and NV (BNA).",3,"PIFTC-02","CB-resident",4,"BBS7017","",-0.587,"BBS7017",-1.11,-0.02,-0.902,-0.261,3.76,178,-24.21438831,-41.00961911,-0.93716631,NA,14,14,14,"Watch List - Yel-R","LC","","","Pacific North America","Pacific North America","Forests—Temperate Western","Aridlands—Chaparral","Forests—Temperate Western","Aridlands—Chaparral",492,"Oreortyx pictus","Mountain Quail","Oreortyx pictus","Oreortyx pictus","Oreortyx pictus","YES","YES","YES","","","","Galliformes","Odontophoridae","Oreortyx","pictus","LC","0","NO",0,"N",3,1,239.5,2,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"","Shrub",3,"Low",3,"Herbivore","","2","","4","","","","4","","G","",NA,NA,NA,0,10,"","G","","",NA,6,16,NA,21,25,14,NA,14,NA,1,NA,NA,NA,1,"",0.44,1.02,12,2.58,"(Douglas, 1829)"
"66",97,"Dendrortyx barbatus",-98.30999223,20.42708026,-98.30999223,20.42708026,0,818,818,818,0,"Bearded Wood-Partridge","Dendrortyx barbatus","landbird","Galliformes","Odontophoridae","Monotypic.",0,0,1,0,"R",NA,NA,5,"Gomez-Panjabi","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",5,28172,"Natureserve 3.0","",5,28172,"Natureserve 3.0","",5,"MX-NSAC","",5,"MX-NSAC","primary forest",5,"MX-NSAC-12","Listed as Vulnerable by IUCN, presumably because of steep declines (species fact sheet temporariliy unavailable on BirdLife website); Recently discovered population in northern Oaxaca, population size unknown",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,20,"Watch List - Red","VU","","","Mesoamerican Highlands","Mesoamerican Highlands","Forests—Tropical Montane Evergreen","","Forests—Tropical Montane Evergreen","",491,"Dendrortyx barbatus","Bearded Wood-partridge","Dendrortyx barbatus","Dendrortyx barbatus","Dendrortyx barbatus","YES","YES","YES","","","Bearded Tree-quail, Bearded Tree-partridge","Galliformes","Odontophoridae","Dendrortyx","barbatus","VU","1","YES",0,"L",1,1,407.5,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"","Forest",2,"High",2,"Herbivore","","5","","5","","","","","","G","",NA,NA,NA,0,10,"","T","","",NA,4,8,NA,28,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.8,2.01,16.08,5.42,"Gould, 1846"
"67",98,"Dendrortyx macroura",-99.75502958,18.52605129,-99.75502958,18.52605129,0,12307,12307,12307,0,"Long-tailed Wood-Partridge","Dendrortyx macroura","landbird","Galliformes","Odontophoridae","",0,0,1,0,"R",NA,NA,5,"Gomez-Panjabi","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",4,94024,"Natureserve 3.0","",4,94024,"Natureserve 3.0","",4,"MX-NSAC","",4,"MX-NSAC","hunting, moderate habitat loss",4,"MX-NSAC","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,17,"Watch List - Red","LC","","","Mesoamerican Highlands","Mesoamerican Highlands","Forests—Mesoamerican Highland","Forests—Mesoamerican Pine-Oak","Forests—Mesoamerican Highland","Forests—Mesoamerican Pine-Oak",483,"Dendrortyx macroura","Long-tailed Wood-partridge","Dendrortyx macroura","Dendrortyx macroura","Dendrortyx macroura","YES","YES","YES","","","Long-tailed Tree-quail, Long-tailed Tree-partridge","Galliformes","Odontophoridae","Dendrortyx","macroura","LC","0","YES",0,"L",1,1,408.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Forest",1,"High",3,"Herbivore","","4","","4","","","","2","","G","",NA,NA,NA,0,10,"","R,S","","",NA,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.74,1.83,16.63,4.7,"(Jardine & Selby, 1828)"
"68",99,"Dendrortyx leucophrys",-88.44570259,14.59583167,-88.44570259,14.59583167,0,11713,11713,11713,0,"Buffy-crowned Wood-Partridge","Dendrortyx leucophrys","landbird","Galliformes","Odontophoridae","",0,0,1,1,"R",NA,NA,4,"PIF CAW 2016","se encuentra en pino roble, cafetales, y en periferia de bosques nublados, y en otros bordes de bosque. Es más común de lo que se piensa. Son muy secretivos. (CAW); score change from 5 to 4 recommended by Central Americans in 2016","",NA,"",NA,NA,"","",NA,NA,"",NA,"",4,117543,"Natureserve 3.0","",4,117543,"Natureserve 3.0","",5,"MX-NSAC","global score should reflect regional experts' opinion.",5,"MX-NSAC","hunting, moderate habitat loss; global score should reflect regional experts' opinion",5,"PIF CAW 2014","small global range, situation in other central american countires similar (or worse) than in MX; regional experts scored 5",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,18,"Watch List - Red","LC","","","Mesoamerican Highlands","Mesoamerican Highlands","Forests—Tropical Montane Evergreen","","Forests—Tropical Montane Evergreen","",478,"Dendrortyx leucophrys","Buffy-crowned Wood-partridge","Dendrortyx leucophrys","Dendrortyx leucophrys","Dendrortyx leucophrys","YES","YES","YES","","","Buffy-crowned Tree-quail, Buffy-crowned Tree-partridge, Highland Wood-partridge, Buff-fronted Quail","Galliformes","Odontophoridae","Dendrortyx","leucophrys","LC","0","NO",0,"L",1,1,368.5,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"","Forest",2,"High",3,"Herbivore","","3","","4","","","","3","","G","",NA,NA,NA,0,10,"","","","",NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.72,1.71,15.47,4.38,"(Gould, 1844)"
"69",100,"Philortyx fasciatus",-100.74070222,18.40009111,-100.74070222,18.40009111,0,9084,9084,9084,0,"Banded Quail","Philortyx fasciatus","landbird","Galliformes","Odontophoridae","Monotypic.",0,0,1,0,"R",NA,NA,4,"Gomez-Panjabi","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",4,91124,"Natureserve 3.0","",4,91124,"Natureserve 3.0","",2,"MX-NSAC","global score should reflect regional expert's opinion.",2,"MX-NSAC","tolerant of disturbance, but needs woody cover; hunted",2,"MX-NSAC-12","MX endemic found in 1 region, regional experts scored PT=2",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,"","LC","","","Mesoamerican Pacific Lowlands","Mesoamerican Pacific Lowlands","Forests—Tropical Dry","","Forests—Tropical Dry","",528,"Philortyx fasciatus","Banded Quail","Philortyx fasciatus","Philortyx fasciatus","Philortyx fasciatus","YES","YES","YES","","","Barred Quail","Galliformes","Odontophoridae","Philortyx","fasciatus","LC","0","YES",0,"L",1,1,137.5,2,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"","Shrub",3,"Non-forest",2,"Seed","2","","","8","","","","","","G","",NA,NA,NA,2,8,"","Z","","",NA,3,7,5.5,21,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.61,1.29,12.18,2.85,""
"70",101,"Colinus virginianus",-91.61111176,34.47717501,-91.61111176,34.47717501,0,436446,436446,436446,0,"Northern Bobwhite","Colinus virginianus","landbird","Galliformes","Odontophoridae","",1,1,1,1,"R",NA,NA,2,"PIFTC–NBCI;  PIF CAW 2016","US/Canada estimate derived from global estimate, extrapolated based on eBird showing 76.24% of observations in US/Canada.  19 million is US/Canada estimate from BBS-15, which extrapolates up to 25 million globally using eBird.  Alternatively, 26 million is fall (i.e. juveniles included) NBCI estimate from 2011 cited by Giocomo et al. 2017, but unclear if that or the NBCI website 2009 numbers used here are global estimates or just for US/Canada--Mexico has 15-25% of the global population (PIFSC-18)  En México y unos pocos en Guatemala. Está declinando en EU. Se beneficia de áreas pequeñas de agricultura. (CAW)","5,800,000",5800000,"4,400,000",4400000,NA,"PIFTC–NBCI; eBrd17; PIFSC-19","US/Canada estimate derived from global estimate, extrapolated based on eBird showing 76.24% of observations in US/Canada.  Alternatively, 19 million is US/Canada estimate from BBS-15, which extrapolates up to 25 million globally using eBird.  Alternatively, 26 million is fall (i.e. juveniles included) NBCI estimate from 2011 cited by Giocomo et al. 2017, but unclear if that or the NBCI website 2009 numbers used here are global estimates or just for US/Canada--Mexico has 15-25% of the global population (PIFSC-18)",NA,NA,"76.23674",76.23674011,"bbs0514(UsCa), eBrd17(WHem)",1,4547428,"Natureserve 3.0","",1,4547428,"Natureserve 3.0","",4,"PIFSC-15","DD='- threats potentially increasing if present trends conditions continue'; loss of fire managed pine, abandoned farm continuing (DP).  Are threats increasing as range continues to shrink? Even with conservation efforts, trends in agricultural intensification and reduction in Farm Bill programs may be increasing threats. (KVR); Demarest, Dean: Suggest TB = 4.  Indicative of large scale and contiuing threats to low-intensity agricultural and grassland habitats, and where seemingly suitable habitat exists, there are no NOBO . . . So hard to pinpoint what is going on, but threats appear to be high and continuing because NOBO are simply hard to find throughout much of SE out of known strongholds.  In woodland settings, significantly limited to pine woodlands managed by fire or some form of hardwood midstory removal.  Camfield,Alaine [NCR]: TB 4 in Canadian BCR strategies.  Main threats related to agricutlural conversion or intensification.",3,"PIFTC-02","DD='- threats potentially increasing if present trends conditions continue",5,"BBS7017","",-3.64,"BBS7017",-3.77,-3.51,-3.722,-3.565,21.158,1927,-82.46696127,-83.5691316,-81.2346935,10,12,11,12,"CBSD","NT","","b,w","Great Plains","Great Plains","Open Country—Habitat Mosaic","Forests—Tropical Dry","Open Country—Habitat Mosaic","Forests—Tropical Dry",529,"Colinus virginianus","Northern Bobwhite","Colinus virginianus","Colinus virginianus","Colinus virginianus","YES","YES","YES","","","Common Bobwhite, Bobwhite; Rufous-bellied Bobwhite (pectoralis); Masked Bobwhite (ridgwayi); Black-headed Bobwhite (atriceps)","Galliformes","Odontophoridae","Colinus","virginianus","NT","0","NO",0,"LN",2,1,190.8,NA,NA,1,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"","Woodland",3,"Low",3,"Seed","2","","","8","","","","T","","G","",NA,NA,NA,2,8,"SC","G","","",NA,10,15,12,23,23,14,14,0,NA,NA,NA,1,0.56,1,"6.42",0.54,1.04,9.25,2.26,"(Linnaeus, 1758)"
"71",102,"Colinus nigrogularis",-87.98862881,19.14531324,-87.98862881,19.14531324,0,10876,10876,10876,0,"Black-throated Bobwhite","Colinus nigrogularis","landbird","Galliformes","Odontophoridae","",0,0,1,1,"R",NA,NA,4,"Gomez-Panjabi.  PIF CAW 2016","esta expandiendo su rango y se beneficia de claros en bosque. Está perdiendo terreno en Belice, y está ganando terreno en Petén (CAW);","",NA,"",NA,NA,"","",NA,NA,"",NA,"",4,109099,"Natureserve 3.0","",4,109099,"Natureserve 3.0","",3,"MX-NSAC","global score should reflect regional experts' opinion.",3,"MX-NSAC","no known threats; global score should reflect regional experts' opinion",3,"PIF CAW 2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,"Watch List - Yel-R","LC","","b,w","Mesoamerican Pacific Lowlands","Mesoamerican Pacific Lowlands","Forests—Tropical Dry","Grasslands—Tropical","Forests—Tropical Dry","Grasslands—Tropical",554,"Colinus nigrogularis","Black-throated Bobwhite","Colinus nigrogularis","Colinus nigrogularis","Colinus nigrogularis","YES","YES","YES","","","Yucatan Bobwhite","Galliformes","Odontophoridae","Colinus","nigrogularis","LC","0","NO",0,"L",1,1,130.5,2,NA,3,1,4,NA,NA,NA,NA,5,NA,NA,NA,NA,"","Shrub",5,"Non-forest",1,"Seed","","","","10","","","","","","G","",NA,NA,NA,0,10,"SC","G","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.61,1.03,8.93,2.51,"(Gould, 1843)"
"72",103,"Colinus cristatus",-67.92291318,6.23836981,-67.92291318,6.23836981,0,186547,186547,186547,0,"Crested Bobwhite","Colinus cristatus","landbird","Galliformes","Odontophoridae","",0,0,0,1,"R",NA,NA,2,"PIF CAW 2016","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",2,2015150,"NatureServe","",2,2015150,"NatureServe","",2,"PIF CAW 2014","pérdida de hábitat; urbanización pero estable",2,"PIF CAW 2014","",2,"PIF CAW 2014","un subespecie podría ser elevada a nivel de especie, pero deben tener el mismo score",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,"","LC","","","Mesoamerican Pacific Lowlands","Mesoamerican Pacific Lowlands","Open Country—Habitat Mosaic","","Open Country—Habitat Mosaic","",567,"Colinus cristatus","Crested Bobwhite","Colinus cristatus","Colinus cristatus","Colinus cristatus","YES","YES","YES","","","","Galliformes","Odontophoridae","Colinus","cristatus","LC","0","NO",0,"L",1,1,132.5,NA,NA,3,2,1,NA,NA,NA,NA,4,NA,NA,NA,NA,"","Savanna",4,"Non-forest",2,"Seed","2","","","8","","","","","","G","",NA,NA,NA,2,8,"","","","",NA,8,16,NA,22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.34,0.72,6.41,1.53,"(Linnaeus, 1766)"
"73",104,"Callipepla squamata",-103.66195432,29.89600963,-103.66195432,29.89600963,0,141428,141428,141428,0,"Scaled Quail","Callipepla squamata","landbird","Galliformes","Odontophoridae","",0,1,1,0,"R",NA,NA,2,"PIFcalc19","","5,100,000",5100000,"2,400,000",2400000,2010.5,"PIFcalc19","",100,47.21386337,"47.21386",47.21386337,"bbs0514(UsCa), eBrd17(WHem)",2,1414450,"Natureserve 3.0","",2,1414450,"Natureserve 3.0","",3,"PIFSC-08","predicted and ongoing loss of grasslands (preferred habitat) is high, desert shrubland habitat relatively secure; more common in disturbed habitats in mexico; although harvested, hunting is likely not a significant threat; CB-overgrazing large effect (BNA).",3,"PIFSC-08","predicted and ongoing loss of grasslands (preferred habitat) is high, desert shrubland habitat relatively secure; although harvested, hunting is likely not a significant threat; benefits from some clearing;",5,"BBS7017","",-1.547,"BBS7017",-2.11,-0.95,-1.878,-1.202,8.681,195,-51.36744613,-62.50055947,-35.09242412,8,12,12,12,"CBSD","LC","","b,w","North American Southwest","North American Southwest","Grasslands—Chihuahuan","Aridlands—Desert Scrub","Grasslands—Chihuahuan","Aridlands—Desert Scrub",498,"Callipepla squamata","Scaled Quail","Callipepla squamata","Callipepla squamata","Callipepla squamata","YES","YES","YES","","","Blue Quail","Galliformes","Odontophoridae","Callipepla","squamata","LC","0","NO",0,"N",3,1,176.5,NA,NA,NA,1,NA,2,NA,NA,3,NA,NA,NA,NA,NA,"","Shrub",3,"Non-forest",4,"Seed","1","T","","6","","","","3","","G","",NA,NA,NA,1,9,"","G,S","","",NA,3,16,10,21,23,3,NA,3,NA,NA,NA,NA,0.17,1,"",0.35,1.03,8.96,2.15,"(Vigors, 1830)"
"74",105,"Callipepla douglasii",-107.37075668,25.40956921,-107.37075668,25.40956921,0,11889,11889,11889,0,"Elegant Quail","Callipepla douglasii","landbird","Galliformes","Odontophoridae","",0,0,1,0,"R",NA,NA,4,"Gomez-Panjabi","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",4,119208,"Natureserve 3.0","",4,119208,"Natureserve 3.0","",3,"MX-NSAC","global score should reflect regional experts' opinion.",3,"MX-NSAC","no known threats",3,"MX-NSAC","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,"Watch List - Yel-R","LC","","b,w","Mesoamerican Pacific Lowlands","Mesoamerican Pacific Lowlands","Forests—Tropical Dry","Aridlands—Desert Scrub","Forests—Tropical Dry","Aridlands—Desert Scrub",503,"Callipepla douglasii","Elegant Quail","Callipepla douglasii","Callipepla douglasii","Callipepla douglasii","YES","YES","YES","","","Douglas Quail","Galliformes","Odontophoridae","Callipepla","douglasii","LC","0","YES",0,"LN",2,1,175,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Forest",2,"Medium",3,"Seed","2","2","","6","","","","","","G","",NA,NA,NA,2,8,"","G","","",NA,8,20,NA,22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.53,1.36,9.57,2.52,""
"75",106,"Callipepla californica",-118.9020491,40.85849692,-118.9020491,40.85849692,0,108726,108726,108726,0,"California Quail","Callipepla californica","landbird","Galliformes","Odontophoridae","",1,1,1,0,"R",NA,NA,2,"PIFcalc19","","5,800,000",5800000,"3,400,000",3400000,2010.5,"PIFcalc19","",100,58.36251068,"58.36251",58.36251068,"bbs0514(UsCa), eBrd17(WHem)",2,1264999,"Natureserve 3.0","",2,1264999,"Natureserve 3.0","NS range includes areas where introduced and established --if we count only 'natural' range, then should probably be a '4",2,"PIFTC-02","tolerant generalist; in suburban areas; introductions (KR); but native habitat within range continues to disappear (DP).",2,"PIFTC-02","tolerant generalist; in suburban areas; introductions (KR)",1,"BBS7017","",1.109,"BBS7017",0.83,1.38,0.943,1.271,5.381,436,67.7930168,48.5342902,90.8100494,NA,7,7,7,"","LC","yes","","Pacific North America","Pacific North America","Aridlands—Chaparral","","Aridlands—Chaparral","",510,"Callipepla californica","California Quail","Callipepla californica","Callipepla californica","Callipepla californica","YES","YES","YES","","","Valley Quail","Galliformes","Odontophoridae","Callipepla","californica","LC","0","NO",0,"N",3,1,175.7,3,NA,NA,1,NA,4,NA,NA,2,5,NA,NA,NA,NA,"","Shrub",5,"Low",2,"Seed","T","T","","6","","","","4","","G","",NA,NA,NA,0,10,"SC","G,R","","",NA,6,28,14,22,23,10,10,0,NA,NA,NA,NA,0.26,1,"9.6",0.4,0.86,8.23,2.22,"(Shaw, 1798)"
"76",107,"Callipepla gambelii",-111.07151503,33.22044726,-111.07151503,33.22044726,0,54215,54215,54215,0,"Gambel's Quail","Callipepla gambelii","landbird","Galliformes","Odontophoridae","",0,1,1,0,"R",NA,NA,2,"PIFcalc19","","5,800,000",5800000,"5,200,000",5200000,2010.5,"PIFcalc19","",100,89.35219574,"89.3522",89.35219574,"bbs0514(UsCa), eBrd17(WHem)",3,543676,"Natureserve 3.0","",3,543676,"Natureserve 3.0","",2,"PIFTC-02","tolerant generalist; in suburban areas, much undisturbed deserts; tolerant of ag (KR); CB-overgrazing, reduction of ground cover and forage (BNA); tolerant of disturbance (MX-NSAC).",2,"PIFTC-02","",2,"BBS7017","",-0.257,"BBS7017",-1.14,0.57,-0.741,0.21,13.803,144,-11.65286186,-43.23507339,41.5174191,NA,9,9,9,"","LC","yes","","North American Southwest","North American Southwest","Aridlands—Desert Scrub","Aridlands—Desert Riparian","Aridlands—Desert Scrub","Aridlands—Desert Riparian",519,"Callipepla gambelii","Gambel's Quail","Callipepla gambelii","Callipepla gambelii","Callipepla gambelii","YES","YES","YES","","","Desert Quail","Galliformes","Odontophoridae","Callipepla","gambelii","LC","0","NO",0,"N",3,1,179.6,NA,NA,NA,2,NA,NA,NA,NA,1,4,3,NA,NA,NA,"","Desert",4,"Non-forest",3,"Seed","1","","T","6","","","","3","","G","",NA,NA,NA,1,9,"SC","Z","","",NA,9,19,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1,"7.4",0.34,1.01,8.89,2.13,"Gambel, 1843"
"77",108,"Cyrtonyx montezumae",-104.36487027,25.18196521,-104.36487027,25.18196521,0,75407,75407,75407,0,"Montezuma Quail","Cyrtonyx montezumae","landbird","Galliformes","Odontophoridae","",0,1,1,0,"R",NA,NA,3,"PIFTC-03 & AZ Game & Fish","For US/Canada estimate, extrapolated AZ estimate of 100,000-200,000 (based on 2018 AZGF pointing dog surveys, and 2018 seems an average year based on harvest data) into NM and TX parts of the BirdLife species range shapefile.  Did not extrapolate into Mexico because range shapefile has a very general giant blob in Mexico versus just specific areas in the US, and habitat quality is lower in Mexico, so any global extrapolation would be inflated.  Alternatively 16,000 is US/Canada estimate from BBS-15, but that's too low.  34,000 is global estimate extrapolating BBS up using eBird, but is way too low, since 45% of eBird observations are in US, which is likely inflated since just 10% of the range is in US (PIFSC-18).  So kept existing expert-based global estimate.","1,500,000",1500000,"300,000",300000,NA,"AZ Game & Fish, PIFSC-19","For US/Canada estimate, extrapolated AZ estimate of 100,000-200,000 (based on 2018 AZGF pointing dog surveys, and 2018 seems an average year based on harvest data) into NM and TX parts of the BirdLife species range shapefile.  Did not extrapolate into Mexico because range shapefile has a very general giant blob in Mexico versus just specific areas in the US, and habitat quality is lower in Mexico, so any global extrapolation would be inflated.  Alternatively 16,000 is US/Canada estimate from BBS-15, but that's too low.  34,000 is global estimate extrapolating BBS up using eBird, but is way too low, since 45% of eBird observations are in US, which is likely inflated since just 10% of the range is in US (PIFSC-18).  So kept existing expert-based global estimate.",100,NA,"",NA,"eBrd17(UsCa,WHem)",3,688899,"Natureserve 3.0","",3,688899,"Natureserve 3.0","",3,"PIFTC-02","CB-grazing, lehman's lovegrass invasion eliminates MZQU, fire suppression then catastrophic fire, urbanization and 2nd homes (BNA, ABQ); hunted; over-grazing (MX-NSAC).",3,"PIFTC-02","why more threatened in NB (KR); CB-threats to habitat the same as TB, fire, grazing; hunted; over-grazing",4,"MX-NSAC","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,"","LC","","","Mesoamerican Highlands","Mesoamerican Highlands","Forests—Mesoamerican Pine-Oak","Grasslands—Tropical","Forests—Mesoamerican Pine-Oak","Grasslands—Tropical",643,"Cyrtonyx montezumae","Montezuma Quail","Cyrtonyx montezumae","Cyrtonyx montezumae","Cyrtonyx montezumae","YES","YES","YES","","","Harlequin Quail; Mearns Quail (mearnsi); Salle's Quail (sallei)","Galliformes","Odontophoridae","Cyrtonyx","montezumae","LC","0","NO",0,"LN",2,1,185.5,3,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"","Woodland",3,"High",4,"Plant","2","T","","2","","","","6","","G","",NA,NA,NA,2,8,"DM","G","","",NA,6,28,11.1,25,26,NA,NA,NA,NA,NA,NA,NA,NA,1,"7",0.44,0.99,9.34,2.19,"(Vigors, 1830)"
