species,CommonName,ScientificName,MigStatus,Introduced,trendyr,trendsource,lcl_90CI,ucl_90CI,BreedingBiome,NonbreedingBiome,PrimaryBreedingHabitat,SecondaryBreedingHabitat,PrimaryNonbreedingHabitat,SecondaryNonbreedingHabitat,IOC,LatinBirdLifeIOCClements,English,Gilletal2020IOCWorldBirdListv102,HBWandBirdLifeInternational2019,eBirdClementsChecklistv2019
Carpodectes antoniae,Yellow-billed Cotinga,Carpodectes antoniae,R,NA,NA,,NA,NA,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Coasts—Mangroves,Forests—Tropical Lowland Evergreen,Coasts—Mangroves,Forests—Tropical Lowland Evergreen,18063,Carpodectes antoniae,Yellow-billed Cotinga,Carpodectes antoniae,Carpodectes antoniae,Carpodectes antoniae
Carpodectes nitidus,Snowy Cotinga,Carpodectes nitidus,R,NA,NA,,NA,NA,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,18064,Carpodectes nitidus,Snowy Cotinga,Carpodectes nitidus,Carpodectes nitidus,Carpodectes nitidus
Schiffornis veraepacis,Northern Schiffornis,Schiffornis veraepacis,R,NA,NA,,NA,NA,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,18294,Schiffornis veraepacis,Northern Mourner,Schiffornis veraepacis,Schiffornis veraepacis,Schiffornis veraepacis
Schiffornis stenorhyncha,Russet-winged Schiffornis,Schiffornis stenorhyncha,R,NA,NA,,NA,NA,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,18301,Schiffornis stenorhyncha,Russet-winged Mourner,Schiffornis stenorhyncha,Schiffornis stenorhyncha,Schiffornis stenorhyncha
Laniocera rufescens,Speckled Mourner,Laniocera rufescens,R,NA,NA,,NA,NA,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,18312,Laniocera rufescens,Speckled Mourner,Laniocera rufescens,Laniocera rufescens,Laniocera rufescens
Tityra semifasciata,Masked Tityra,Tityra semifasciata,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,Forests—Tropical Dry,Forests—Tropical Lowland Evergreen,Forests—Tropical Dry,18279,Tityra semifasciata,Masked Tityra,Tityra semifasciata,Tityra semifasciata,Tityra semifasciata
Tityra inquisitor,Black-crowned Tityra,Tityra inquisitor,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,18267,Tityra inquisitor,Black-crowned Tityra,Tityra inquisitor,Tityra inquisitor,Tityra inquisitor
Pachyramphus versicolor,Barred Becard,Pachyramphus versicolor,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,18340,Pachyramphus versicolor,Barred Becard,Pachyramphus versicolor,Pachyramphus versicolor,Pachyramphus versicolor
Pachyramphus rufus,Cinereous Becard,Pachyramphus rufus,R,NA,NA,,NA,NA,South American Lowlands,South American Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,18345,Pachyramphus rufus,Cinereous Becard,Pachyramphus rufus,Pachyramphus rufus,Pachyramphus rufus
Pachyramphus cinnamomeus,Cinnamon Becard,Pachyramphus cinnamomeus,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,18354,Pachyramphus cinnamomeus,Cinnamon Becard,Pachyramphus cinnamomeus,Pachyramphus cinnamomeus,Pachyramphus cinnamomeus
Pachyramphus polychopterus,White-winged Becard,Pachyramphus polychopterus,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,18359,Pachyramphus polychopterus,White-winged Becard,Pachyramphus polychopterus,Pachyramphus polychopterus,Pachyramphus polychopterus
Pachyramphus albogriseus,Black-and-white Becard,Pachyramphus albogriseus,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,18371,Pachyramphus albogriseus,Black-and-white Becard,Pachyramphus albogriseus,Pachyramphus albogriseus,Pachyramphus albogriseus
Pachyramphus major,Gray-collared Becard,Pachyramphus major,R,NA,NA,,NA,NA,Mesoamerican Highlands,Mesoamerican Highlands,Forests—Mesoamerican Pine-Oak,Forests—Tropical Dry,Forests—Mesoamerican Pine-Oak,Forests—Tropical Dry,18377,Pachyramphus major,Eastern Grey-collared Becard,Pachyramphus major,Pachyramphus major,Pachyramphus major
Pachyramphus aglaiae,Rose-throated Becard,Pachyramphus aglaiae,PM,NA,NA,,NA,NA,Mesoamerica,Mesoamerica,Forests—Tropical Dry,,Forests—Tropical Dry,,18393,Pachyramphus aglaiae,Rose-throated Becard,Pachyramphus aglaiae,Pachyramphus aglaiae,Pachyramphus aglaiae
Pachyramphus homochrous,One-colored Becard,Pachyramphus homochrous,R,NA,NA,,NA,NA,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,18385,Pachyramphus homochrous,One-colored Becard,Pachyramphus homochrous,Pachyramphus homochrous,Pachyramphus homochrous
Oxyruncus cristatus,Sharpbill,Oxyruncus cristatus,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,18218,Oxyruncus cristatus,Sharpbill,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus
Onychorhynchus coronatus,Royal Flycatcher,Onychorhynchus coronatus,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,18226,Onychorhynchus coronatus,Amazonian Royal Flycatcher,Onychorhynchus coronatus,Onychorhynchus coronatus,Onychorhynchus coronatus
Terenotriccus erythrurus,Ruddy-tailed Flycatcher,Terenotriccus erythrurus,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,18258,Terenotriccus erythrurus,Ruddy-tailed Flycatcher,Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus
Myiobius villosus,Tawny-breasted Flycatcher,Myiobius villosus,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,18236,Myiobius villosus,Tawny-breasted Flycatcher,Myiobius villosus,Myiobius villosus,Myiobius villosus
Myiobius sulphureipygius,Sulphur-rumped Flycatcher,Myiobius sulphureipygius,R,NA,NA,,NA,NA,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,18241,Myiobius sulphureipygius,Sulphur-rumped Flycatcher,Myiobius sulphureipygius,Myiobius sulphureipygius,Myiobius sulphureipygius
Myiobius atricaudus,Black-tailed Flycatcher,Myiobius atricaudus,R,NA,NA,,NA,NA,South American Lowlands,South American Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,18250,Myiobius atricaudus,Black-tailed Flycatcher,Myiobius atricaudus,Myiobius atricaudus,Myiobius atricaudus
Piprites griseiceps,Gray-headed Piprites,Piprites griseiceps,R,NA,NA,,NA,NA,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,16618,Piprites griseiceps,Grey-headed Piprites,Piprites griseiceps,Piprites griseiceps,Piprites griseiceps
Platyrinchus cancrominus,Stub-tailed Spadebill,Platyrinchus cancrominus,R,NA,NA,,NA,NA,Mesoamerica,Mesoamerica,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,17321,Platyrinchus cancrominus,Stub-tailed Spadebill,Platyrinchus cancrominus,Platyrinchus cancrominus,Platyrinchus cancrominus
Platyrinchus mystaceus,White-throated Spadebill,Platyrinchus mystaceus,R,NA,NA,,NA,NA,South American Lowlands,South American Lowlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,17325,Platyrinchus mystaceus,Eastern White-throated Spadebill,Platyrinchus mystaceus,Platyrinchus mystaceus,Platyrinchus mystaceus
Platyrinchus coronatus,Golden-crowned Spadebill,Platyrinchus coronatus,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,17341,Platyrinchus coronatus,Golden-crowned Spadebill,Platyrinchus coronatus,Platyrinchus coronatus,Platyrinchus coronatus
Mionectes olivaceus,Olive-striped Flycatcher,Mionectes olivaceus,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,16984,Mionectes olivaceus,Olive-streaked Flycatcher,Mionectes olivaceus,Mionectes olivaceus,Mionectes olivaceus
Mionectes oleagineus,Ochre-bellied Flycatcher,Mionectes oleagineus,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,16993,Mionectes oleagineus,Ochre-bellied Flycatcher,Mionectes oleagineus,Mionectes oleagineus,Mionectes oleagineus
Leptopogon amaurocephalus,Sepia-capped Flycatcher,Leptopogon amaurocephalus,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,17016,Leptopogon amaurocephalus,Sepia-capped Flycatcher,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus
Leptopogon superciliaris,Slaty-capped Flycatcher,Leptopogon superciliaris,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,17025,Leptopogon superciliaris,Slaty-capped Flycatcher,Leptopogon superciliaris,Leptopogon superciliaris,Leptopogon superciliaris
Phylloscartes flavovirens,Yellow-green Tyrannulet,Phylloscartes flavovirens,R,NA,NA,,NA,NA,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,16962,Phylloscartes flavovirens,Yellow-green Tyrannulet,Phylloscartes flavovirens,Phylloscartes flavovirens,Phylloscartes flavovirens
Phylloscartes superciliaris,Rufous-browed Tyrannulet,Phylloscartes superciliaris,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,16966,Phylloscartes superciliaris,Rufous-browed Tyrannulet,Phylloscartes superciliaris,Phylloscartes superciliaris,Phylloscartes superciliaris
Pseudotriccus pelzelni,Bronze-olive Pygmy-Tyrant,Pseudotriccus pelzelni,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,16877,Pseudotriccus pelzelni,Bronze-olive Pygmy-tyrant,Pseudotriccus pelzelni,Pseudotriccus pelzelni,Pseudotriccus pelzelni
Myiornis atricapillus,Black-capped Pygmy-Tyrant,Myiornis atricapillus,R,NA,NA,,NA,NA,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,17161,Myiornis atricapillus,Black-capped Pygmy-tyrant,Myiornis atricapillus,Myiornis atricapillus,Myiornis atricapillus
Lophotriccus pileatus,Scale-crested Pygmy-Tyrant,Lophotriccus pileatus,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,17168,Lophotriccus pileatus,Scale-crested Pygmy-tyrant,Lophotriccus pileatus,Lophotriccus pileatus,Lophotriccus pileatus
Oncostoma cinereigulare,Northern Bentbill,Oncostoma cinereigulare,R,NA,NA,,NA,NA,Mesoamerica,Mesoamerica,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,17166,Oncostoma cinereigulare,Northern Bentbill,Oncostoma cinereigulare,Oncostoma cinereigulare,Oncostoma cinereigulare
Oncostoma olivaceum,Southern Bentbill,Oncostoma olivaceum,R,NA,NA,,NA,NA,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,17167,Oncostoma olivaceum,Southern Bentbill,Oncostoma olivaceum,Oncostoma olivaceum,Oncostoma olivaceum
Poecilotriccus sylvia,Slate-headed Tody-Flycatcher,Poecilotriccus sylvia,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,17213,Poecilotriccus sylvia,Slate-headed Tody-flycatcher,Poecilotriccus sylvia,Poecilotriccus sylvia,Poecilotriccus sylvia
Todirostrum cinereum,Common Tody-Flycatcher,Todirostrum cinereum,R,NA,NA,,NA,NA,Neotropical,Neotropical,Open Country—Habitat Mosaic,,Open Country—Habitat Mosaic,,17233,Todirostrum cinereum,Common Tody-flycatcher,Todirostrum cinereum,Todirostrum cinereum,Todirostrum cinereum
Todirostrum nigriceps,Black-headed Tody-Flycatcher,Todirostrum nigriceps,R,NA,NA,,NA,NA,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,17250,Todirostrum nigriceps,Black-headed Tody-flycatcher,Todirostrum nigriceps,Todirostrum nigriceps,Todirostrum nigriceps
Cnipodectes subbrunneus,Brownish Twistwing,Cnipodectes subbrunneus,R,NA,NA,,NA,NA,South American Lowlands,South American Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,17251,Cnipodectes subbrunneus,Brownish Twistwing,Cnipodectes subbrunneus,Cnipodectes subbrunneus,Cnipodectes subbrunneus
Rhynchocyclus brevirostris,Eye-ringed Flatbill,Rhynchocyclus brevirostris,R,NA,NA,,NA,NA,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,17256,Rhynchocyclus brevirostris,Eye-ringed Flatbill,Rhynchocyclus brevirostris,Rhynchocyclus brevirostris,Rhynchocyclus brevirostris
Rhynchocyclus olivaceus,Olivaceous Flatbill,Rhynchocyclus olivaceus,R,NA,NA,,NA,NA,South American Lowlands,South American Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,17260,Rhynchocyclus olivaceus,Eastern Olivaceous Flatbill,Rhynchocyclus olivaceus,Rhynchocyclus olivaceus,Rhynchocyclus olivaceus
Tolmomyias sulphurescens,Yellow-olive Flycatcher,Tolmomyias sulphurescens,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,17274,Tolmomyias sulphurescens,Yellow-olive Flatbill,Tolmomyias sulphurescens,Tolmomyias sulphurescens,Tolmomyias sulphurescens
Tolmomyias assimilis,Yellow-margined Flycatcher,Tolmomyias assimilis,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,17292,Tolmomyias assimilis,Yellow-margined Flatbill,Tolmomyias assimilis,Tolmomyias assimilis,Tolmomyias assimilis
Ornithion semiflavum,Yellow-bellied Tyrannulet,Ornithion semiflavum,R,NA,NA,,NA,NA,Mesoamerica,Mesoamerica,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,16760,Ornithion semiflavum,Yellow-bellied Tyrannulet,Ornithion semiflavum,Ornithion semiflavum,Ornithion semiflavum
Ornithion brunneicapillus,Brown-capped Tyrannulet,Ornithion brunneicapillus,R,NA,NA,,NA,NA,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,16761,Ornithion brunneicapillus,Brown-capped Tyrannulet,Ornithion brunneicapillus,Ornithion brunneicapillus,Ornithion brunneicapillus
Camptostoma imberbe,Northern Beardless-Tyrannulet,Camptostoma imberbe,PM,NA,NA,,NA,NA,Mesoamerica,Mesoamerica,Forests—Tropical Dry,Aridlands—Desert Riparian,Forests—Tropical Dry,Aridlands—Desert Scrub,16765,Camptostoma imberbe,Northern Beardless Tyrannulet,Camptostoma imberbe,Camptostoma imberbe,Camptostoma imberbe
Camptostoma obsoletum,Southern Beardless-Tyrannulet,Camptostoma obsoletum,R,NA,NA,,NA,NA,South American Lowlands,South American Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,16768,Camptostoma obsoletum,Southern Beardless Tyrannulet,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum
Nesotriccus ridgwayi,Cocos Flycatcher,Nesotriccus ridgwayi,R,NA,NA,,NA,NA,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Islands—Terrestrial Habitats,,Islands—Terrestrial Habitats,,16871,Nesotriccus ridgwayi,Cocos Flycatcher,Nesotriccus ridgwayi,Nesotriccus ridgwayi,Nesotriccus ridgwayi
Capsiempis flaveola,Yellow Tyrannulet,Capsiempis flaveola,R,NA,NA,,NA,NA,Neotropical,Neotropical,Open Country—Habitat Mosaic,,Open Country—Habitat Mosaic,,16859,Capsiempis flaveola,Yellow Tyrannulet,Capsiempis flaveola,Capsiempis flaveola,Capsiempis flaveola
Tyrannulus elatus,Yellow-crowned Tyrannulet,Tyrannulus elatus,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,16663,Tyrannulus elatus,Yellow-crowned Tyrannulet,Tyrannulus elatus,Tyrannulus elatus,Tyrannulus elatus
Myiopagis gaimardii,Forest Elaenia,Myiopagis gaimardii,R,NA,NA,,NA,NA,South American Lowlands,South American Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,16664,Myiopagis gaimardii,Forest Elaenia,Myiopagis gaimardii,Myiopagis gaimardii,Myiopagis gaimardii
Myiopagis caniceps,Gray Elaenia,Myiopagis caniceps,R,NA,NA,,NA,NA,South American Lowlands,South American Lowlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,16671,Myiopagis caniceps,Atlantic Grey Elaenia,Myiopagis caniceps,Myiopagis caniceps,Myiopagis caniceps
Myiopagis viridicata,Greenish Elaenia,Myiopagis viridicata,R,NA,NA,,NA,NA,Neotropical,Neotropical,Forests—Tropical Lowland Evergreen,Forests—Tropical Dry,Forests—Tropical Lowland Evergreen,Forests—Tropical Dry,16685,Myiopagis viridicata,Greenish Elaenia,Myiopagis viridicata,Myiopagis viridicata,Myiopagis viridicata
Elaenia martinica,Caribbean Elaenia,Elaenia martinica,R,NA,NA,,NA,NA,Caribbean,Caribbean,Open Country—Habitat Mosaic,,Open Country—Habitat Mosaic,,16702,Elaenia martinica,Caribbean Elaenia,Elaenia martinica,Elaenia martinica,Elaenia martinica
Elaenia flavogaster,Yellow-bellied Elaenia,Elaenia flavogaster,R,NA,NA,,NA,NA,Neotropical,Neotropical,Open Country—Habitat Mosaic,,Open Country—Habitat Mosaic,,16697,Elaenia flavogaster,Yellow-bellied Elaenia,Elaenia flavogaster,Elaenia flavogaster,Elaenia flavogaster
Elaenia chiriquensis,Lesser Elaenia,Elaenia chiriquensis,R,NA,NA,,NA,NA,Neotropical,Neotropical,Open Country—Habitat Mosaic,,Open Country—Habitat Mosaic,,16730,Elaenia chiriquensis,Lesser Elaenia,Elaenia chiriquensis,Elaenia chiriquensis,Elaenia chiriquensis
Elaenia frantzii,Mountain Elaenia,Elaenia frantzii,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Montane Evergreen,,Forests—Tropical Montane Evergreen,,16736,Elaenia frantzii,Mountain Elaenia,Elaenia frantzii,Elaenia frantzii,Elaenia frantzii
Serpophaga cinerea,Torrent Tyrannulet,Serpophaga cinerea,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Wetlands—Lakes and Rivers,Forests—Tropical Montane Evergreen,Wetlands—Lakes and Rivers,Forests—Tropical Montane Evergreen,16834,Serpophaga cinerea,Torrent Tyrannulet,Serpophaga cinerea,Serpophaga cinerea,Serpophaga cinerea
Phyllomyias burmeisteri,Rough-legged Tyrannulet,Phyllomyias burmeisteri,R,NA,NA,,NA,NA,Central and South American Highlands,Central and South American Highlands,Forests—Tropical Lowland Evergreen,,Forests—Tropical Lowland Evergreen,,16633,Phyllomyias burmeisteri,Rough-legged Tyrannulet,Phyllomyias burmeisteri,Phyllomyias burmeisteri,Phyllomyias burmeisteri
